duplicate_group_id,duplicate_count,source_entries,Material,Text,Tensile_value,Yield_value,Elongation_value,cluster_number,cluster_label
290,2,"290,2224",AISI 4320H Steel,"Mock Carburized, Oil Quenched, 150C (300F) Temper, 50 mm (2 In.) Round",910.0,595.0,22.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
291,2,"291,2882",AISI E4340 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 50 mm (2 In.) Round",931.0,834.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
292,2,"292,2960",AISI 4340 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 25 mm Round",1138.0,1096.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
293,2,"293,3088",AISI E4340 H Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 25 mm Round",1138.0,1096.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
294,2,"294,2901",AISI 4340 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 25 mm Round",958.0,883.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
295,2,"295,2869",AISI 4340 Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 25 mm Round",1207.0,1145.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
296,2,"296,2920",AISI E4340 Steel,Normalized 870C (1600F),1280.0,860.0,12.0,4,Normalized (air cooled) – general-purpose steel
297,2,"297,2762",AISI 4130 Steel,"Water Quenched 855C (1570F), 480C (900F) Temper, 25 mm (1 In.) Round",1110.0,951.0,14.0,10,Quenched (water) & tempered – high-strength structural steel
298,2,"298,2914",AISI E4340 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 25 mm Round",1138.0,1096.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
299,2,"299,2873",AISI E4340 Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 50 mm (2 In.) Round",1172.0,1103.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
300,2,"300,2991",AISI E4340 H Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 100 mm Round",924.0,786.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
301,2,"301,2237",AISI 4320H Steel,"Normalized 925C (1700F), Pseudocarburized At 925C (1700F) For 8 Hrs., Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper",1025.0,848.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
302,2,"302,2591",AISI 4320H Steel,"Normalized 925C (1700F) In 32 mm Rounds, Machined To 13.7 mm Rounds, Pseudocarburized At 925C (1700F) For 8 Hrs., Box Cooled To 20C, Oil Quenched, 150C (300F) Temper",1240.0,1020.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
303,2,"303,2880",AISI E4340 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 100 mm (4 In.) Round",855.0,731.0,21.0,6,Quenched (oil) & tempered – high-strength structural steel
304,2,"304,2897",AISI 4340 Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 13 mm (0.5 In.) Round",1255.0,1165.0,13.0,6,Quenched (oil) & tempered – high-strength structural steel
305,2,"305,2269",AISI 4422 Steel,"Heat Treated In 25 mm Rounds, Reheated To 870C (1600F), 150C (300F) Temper",827.0,540.0,20.0,0,Carburized – quenched (oil) – wear-resistant surface steel
306,2,"306,2951",AISI E4340 Steel,"Oil Quenched 845C, 650C (1200F) Temper",1005.0,938.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
307,2,"307,2906",AISI E4340 H Steel,"Oil Quenched 845C, 425C (800F) Temper",1595.0,1475.0,12.0,6,Quenched (oil) & tempered – high-strength structural steel
308,2,"308,2884",AISI E4340 Steel,"Normalized, 25 mm Round",1282.0,862.0,12.0,9,Normalized – general-purpose steel (round normalized stock)
309,2,"309,2200",AISI 4320 Steel,"Normalized 895C (1640F), Air Cooled, 13 mm (0.5 In.) Round",841.0,510.0,23.0,4,Normalized (air cooled) – general-purpose steel
310,2,"310,2993",AISI E4340 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 100 mm (4 In.) Round",924.0,786.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
311,2,"311,2246",AISI 4419 Steel,"Single Quenched, 230C (450F) Temper",708.0,431.0,24.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
312,2,"312,2283",AISI 4320 Steel,"Single Quenched And Tempered (Carburized 925C (1700F) For 8Hrs, Pot Cooled, Reheated To 830C (1525F), Quenched In Agitated Oil, 150C (300F) Temper)",1505.0,1225.0,13.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
313,2,"313,2296",AISI 4320 Steel,"Annealed (Heated To 850C (1560F), Furnace Cooled 15C/Hr. To 420C, Air Cooled), 25 mm (1 In.) Round",580.0,425.0,29.0,7,Annealed – easy-to-machine – round annealed stock
314,2,"314,2248",AISI 4427 Steel,"Heat Treated In 13.7 mm Rounds, Reheated To 805C (1480F), 150C (300F) Temper",924.0,724.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
315,2,"315,2931",AISI E4340 Steel,Annealed 810C,745.0,475.0,22.0,7,Annealed – easy-to-machine – round annealed stock
316,2,"316,2159",AISI 4419H Steel,"Direct Quenched From Pot And Tempered, 150C (300F)",831.0,608.0,19.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
317,2,"317,2929",AISI E4340 Steel,"Annealed, 25 mm Round",745.0,470.0,22.0,3,Normalized – easy-to-machine stock (cold drawn)
318,2,"318,2899",AISI E4340 H Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 50 mm (2 In.) Round",1014.0,958.0,19.0,6,Quenched (oil) & tempered – high-strength structural steel
319,2,"319,2144",AISI 4118H Steel,"Mock Carburized At 925C (1700F) For 8 Hours, Reheated To 830C (1525F), Oil Quenched, 150C (300F) Temper, 50 mm (2 In.) Round",669.0,317.0,26.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
320,2,"320,2232",AISI 4419H Steel,"Normalized At 955C (1750F), 14 mm (0.55 In.) Round",540.0,360.0,33.0,4,Normalized (air cooled) – general-purpose steel
321,2,"321,2902",AISI 4150 Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 25 mm (1 In.) Round",1145.0,1034.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
322,2,"322,2199",AISI 4419H Steel,"Mock Carburized, 150C (300F) Temper, 25 mm (1 In.) Round",670.0,435.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
323,2,"323,2234",AISI 4620 Steel,"Mock Carburized, 150C (300F) Temper, 13 mm (0.5 In.) Round",876.0,620.0,20.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
324,2,"324,2140",AISI 4419H Steel,"Normalized At 955C (1750F), 50 mm (2 In.) Round",495.0,345.0,30.0,4,Normalized (air cooled) – general-purpose steel
325,2,"325,2941",AISI E4340 Steel,"Normalized, 50 mm (2 In.) Round",1220.0,786.0,13.0,9,Normalized – general-purpose steel (round normalized stock)
326,2,"326,3075",AISI 4340 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1000.0,938.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
327,2,"327,2139",AISI 4419H Steel,"Mock Carburized, 230C (450F) Temper, 14 mm (0.55 In.) Round",710.0,425.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
328,2,"328,3045",AISI E4340 H Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 50 mm Round",931.0,834.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
329,2,"329,2245",AISI 4620 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 775C (1430F), Quenched And Tempered",910.0,738.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
330,2,"330,2890",AISI E4340 Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 25 mm Round",1207.0,1145.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
331,2,"331,2905",AISI E4340 H Steel,"Annealed, 25 mm Round",745.0,470.0,22.0,3,Normalized – easy-to-machine stock (cold drawn)
332,2,"332,2886",AISI E4340 H Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 50 mm (2 In.) Round",1172.0,1103.0,16.0,6,Quenched (oil) & tempered – high-strength structural steel
333,2,"333,2380",AISI 4620 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 925C (1700F), Quenched And Tempered",1014.0,841.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
334,2,"334,2226",AISI 4427 Steel,"Heat Treated In 13.7 mm Rounds, Reheated To 865C (1590F), 150C (300F) Temper",1255.0,896.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
335,2,"335,2178",AISI 4320 Steel,"Mock Carburized 925C (1700F) For 8 Hrs., Reheated To 815C (1500F), Oil Quenched, 150C (300F) Temper, 13 mm (0.5 In.) Round",1460.0,1125.0,11.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
336,2,"336,2280",AISI 4620 Steel,"Mock Carburized, 230C (450F) Temper, 25 mm (1 In.) Round",675.0,455.0,27.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
337,2,"337,2900",AISI E4340 H Steel,"Oil Quenched 845C, 650C (1200F) Temper",1005.0,938.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
338,2,"338,2194",AISI 4620 Steel,"Annealed, 25 mm Round",510.0,370.0,31.0,3,Normalized – easy-to-machine stock (cold drawn)
339,2,"339,2950",AISI E4340 Steel,Annealed 810C (1490F),745.0,475.0,22.0,7,Annealed – easy-to-machine – round annealed stock
340,2,"340,2430",AISI 4620 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 830C (1525F), Quenched And Tempered",945.0,752.0,17.0,0,Carburized – quenched (oil) – wear-resistant surface steel
341,2,"341,2233",AISI 4427 Steel,"Heat Treated In 25 mm Rounds, Reheated To 765C (1410F), 150C (300F) Temper",951.0,560.0,17.0,0,Carburized – quenched (oil) – wear-resistant surface steel
342,2,"342,2292",AISI 4620 Steel,"Mock Carburized, 230C (450F) Temper, 50 mm (2 In.) Round",660.0,425.0,26.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
343,2,"343,2217",AISI 4620 Steel,"Mock Carburized, 150C (300F) Temper, 25 mm (1 In.) Round",675.0,460.0,25.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
344,2,"344,2165",AISI 4320 Steel,"Mock Carburized 925C (1700F) For 8 Hrs., Reheated To 815C (1500F), Oil Quenched, 150C (300F) Temper, 100 mm (4 In.) Round",827.0,515.0,24.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
345,2,"345,2942",AISI 4150H Steel,"Oil Quenched 830C (1525F), 650C (1200F) Temper, 50 mm (2 In.) Round",931.0,814.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
346,2,"346,2953",AISI E4340 H Steel,"Oil Quenched 855C (1570F), 230C (450F) Temper For 4 Hrs",1855.0,1550.0,12.0,6,Quenched (oil) & tempered – high-strength structural steel
347,2,"347,2321",AISI 4620H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 775C (1430F), Quenched And Tempered",883.0,758.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
348,2,"348,2249",AISI 4427 Steel,"Heat Treated In 13.7 mm Rounds, Oil Quenched, 150C (300F) Temper",1434.0,903.0,11.0,0,Carburized – quenched (oil) – wear-resistant surface steel
349,2,"349,2440",AISI 4620H Steel,"Normalized, 25 mm (1 In.) Round",570.0,365.0,29.0,9,Normalized – general-purpose steel (round normalized stock)
350,2,"350,3095",AISI E4340 H Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1000.0,938.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
351,2,"351,2878",AISI 4150 Steel,"Oil Quenched 830C (1525F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1170.0,1076.0,14.0,6,Quenched (oil) & tempered – high-strength structural steel
352,2,"352,2979",AISI E4340 H Steel,"Normalized, 13 mm (0.5 In.) Round",1448.0,972.0,12.0,9,Normalized – general-purpose steel (round normalized stock)
353,2,"353,2308",AISI 4620 Steel,"Mock Carburized, 150C (300F) Temper, 100 mm (4 In.) Round",585.0,360.0,29.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
354,2,"354,2273",AISI 4620H Steel,"Mock Carburized, 230C (450F) Temper, 25 mm (1 In.) Round",675.0,455.0,27.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
355,2,"355,2487",AISI 4620H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 830C (1525F), Quenched And Tempered",945.0,752.0,17.0,0,Carburized – quenched (oil) – wear-resistant surface steel
356,2,"356,2241",AISI 4422 Steel,"Heat Treated In 13.7 mm Rounds, Oil Quenched, 150C (300F) Temper",965.0,670.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
357,2,"357,2330",AISI 4620 Steel,"Mock Carburized, 230C (450F) Temper, 100 mm (4 In.) Round",580.0,365.0,29.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
358,2,"358,2225",AISI 4620 Steel,"Single Quenched And Tempered, Carburized, Oil Quenched, 230C (450F) Temper",796.0,557.0,20.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
359,2,"359,2377",AISI 4620H Steel,"Mock Carburized, 150C (300F) Temper, 25 mm (1 In.) Round",675.0,460.0,25.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
360,2,"360,2272",AISI 4620H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 800C (1470F), Quenched And Tempered",958.0,786.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
361,2,"361,2152",AISI 4320 Steel,"Normalized 895C (1640F), Air Cooled, 25 mm (1 In.) Round",793.0,460.0,20.0,4,Normalized (air cooled) – general-purpose steel
362,2,"362,2327",AISI 4620H Steel,"Normalized, 13 mm (0.5 In.) Round",600.0,380.0,30.0,9,Normalized – general-purpose steel (round normalized stock)
363,2,"363,2263",AISI 4620 Steel,"Normalized, 25 mm (1 In.) Round",570.0,365.0,29.0,9,Normalized – general-purpose steel (round normalized stock)
364,2,"364,2209",AISI 4427 Steel,"Heat Treated In 25 mm Rounds, Oil Quenched, 150C (300F) Temper",1076.0,670.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
365,2,"365,2205",AISI 4320H Steel,"Mock Carburized, Oil Quenched, 230C (450F) Temper, 13 mm (0.5 In.) Round",1295.0,1035.0,13.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
366,2,"366,2915",AISI E4340 H Steel,"Oil Quenched 800C (1470F), 540C (1000F) Temper, 100 mm (4 In.) Round",1138.0,1000.0,15.0,6,Quenched (oil) & tempered – high-strength structural steel
367,2,"367,2301",AISI 4620 Steel,"Single Quenched And Tempered, Carburized, Oil Quenched, 150C (300F) Temper",822.0,576.0,19.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
368,2,"368,2299",AISI 4620H Steel,"Double Quenched And Tempered, Carburized, Oil Quenched, 230C (450F) Temper",795.0,531.0,22.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
369,2,"369,2342",AISI 4620H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 925C (1700F), Quenched And Tempered",1014.0,841.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
370,2,"370,2955",AISI 4340 Steel,"Oil Quenched 845C, 650C (1200F) Temper",1005.0,938.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
371,2,"371,2937",AISI E4340 H Steel,"Normalized, 50 mm (2 In.) Round",1220.0,786.0,13.0,9,Normalized – general-purpose steel (round normalized stock)
372,2,"372,2426",AISI 4620 Steel,"Normalized, 13 mm (0.5 In.) Round",600.0,380.0,30.0,9,Normalized – general-purpose steel (round normalized stock)
373,2,"373,3022",AISI E4340 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 13 mm (0.5 In.) Round",1000.0,938.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
374,2,"374,2252",AISI 4422 Steel,"Heat Treated In 13.7 mm Rounds, Reheated To 870C (1600F), 150C (300F) Temper",896.0,640.0,17.0,0,Carburized – quenched (oil) – wear-resistant surface steel
375,2,"375,2254",AISI 4419H Steel,"Mock Carburized, 150C (300F) Temper, 50 mm (2 In.) Round",660.0,415.0,25.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
376,2,"376,2218",AISI 4427 Steel,"Heat Treated In 25 mm Rounds, Reheated To 805C (1480F), 150C (300F) Temper",945.0,550.0,17.0,0,Carburized – quenched (oil) – wear-resistant surface steel
377,2,"377,2908",AISI E4340 Steel,"Oil Quenched 845C, 425C (800F) Temper",1595.0,1475.0,12.0,6,Quenched (oil) & tempered – high-strength structural steel
378,2,"378,2267",AISI 4718H Steel,"Pseudocarburized, Reheated To 765C (1700F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",1096.0,601.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
379,2,"379,2271",AISI 4422 Steel,"Heat Treated In 25 mm Rounds, Oil Quenched, 150C (300F) Temper",862.0,560.0,18.0,0,Carburized – quenched (oil) – wear-resistant surface steel
380,2,"380,2275",AISI 4718H Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",1324.0,1010.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
381,2,"381,2349",AISI 4320 Steel,"Mock Carburized 925C (1700F) For 8 Hrs., Reheated To 815C (1500F), Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",1050.0,738.0,17.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
382,2,"382,2284",AISI 4718 Steel,"Pseudocarburized, Reheated To 765C (1410F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",1131.0,735.0,9.0,0,Carburized – quenched (oil) – wear-resistant surface steel
383,2,"383,2203",AISI 4620 Steel,"Mock Carburized, 230C (450F) Temper, 13 mm (0.5 In.) Round",814.0,560.0,21.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
384,2,"384,2318",AISI 4815H Steel,"Pseudocarburized, Reheated To 830C (1525F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",1165.0,1005.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
385,2,"385,2386",AISI 4815 Steel,"Pseudocarburized, Reheated To 775C (1430F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",1115.0,951.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
386,2,"386,2257",AISI 4620H Steel,"Normalized, 50 mm (2 In.) Round",550.0,365.0,29.0,9,Normalized – general-purpose steel (round normalized stock)
387,2,"387,2904",AISI E4340 Steel,"Oil Quenched 800C (1470F), 595C (1100F) Temper, 13 mm (0.5 In.) Round",1145.0,1117.0,17.0,6,Quenched (oil) & tempered – high-strength structural steel
388,2,"388,2236",AISI 4620H Steel,"Mock Carburized, 230C (450F) Temper, 13 mm (0.5 In.) Round",814.0,560.0,21.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
389,2,"389,2338",AISI 4620H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 925C (1700F), Quenched And Tempered",965.0,772.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
390,2,"390,2310",AISI 4620H Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 800C (1470F), Quenched And Tempered",910.0,724.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
391,2,"391,2565",AISI 4718H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",1159.0,834.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
392,2,"392,2322",AISI 4820 Steel,"Single Quenched And Tempered (230C (450F)), 1.2 mm Case Depth",1415.0,1272.0,13.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
393,2,"393,2473",AISI 4815 Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",1095.0,917.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
394,2,"394,2390",AISI 4820 Steel,"Direct Quenched From Pot, Tempered (230C (450F)), 0.99 mm Case Depth",1382.0,1170.0,12.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
395,2,"395,2191",AISI 4422 Steel,"Heat Treated In 25 mm Rounds, Reheated To 820C (1510F), 150C (300F) Temper",758.0,400.0,18.0,0,Carburized – quenched (oil) – wear-resistant surface steel
396,2,"396,2304",AISI 4820 Steel,"Single Quenched And Tempered, 150C (300F), 1.2 mm Case Depth",1431.0,1150.0,13.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
397,2,"397,2850",AISI 4340 Steel,"Oil Quenched 800C (1470F), 650C (1200F) Temper, 50 mm (2 In.) Round",931.0,834.0,20.0,6,Quenched (oil) & tempered – high-strength structural steel
398,2,"398,2279",AISI 4815H Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",1170.0,1070.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
399,2,"399,2276",AISI 4718 Steel,"Pseudocarburized And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",1324.0,1010.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
400,2,"400,2285",AISI 4820 Steel,"Heat Treated, Machined To 13.7 mm, Pseudocarburized, Reheated To 730C (1350F), 150C (300F) Temper",1363.0,945.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
401,2,"401,2381",AISI 4620H Steel,"Mock Carburized, 150C (300F) Temper, 100 mm (4 In.) Round",585.0,360.0,29.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
402,2,"402,2474",AISI 4718H Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",1096.0,724.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
403,2,"403,2323",AISI 4820 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 835C, 150C (300F) Temper (300F)",1322.0,1021.0,12.0,0,Carburized – quenched (oil) – wear-resistant surface steel
404,2,"404,2456",AISI 4820 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, 150C (300F) Temper",1413.0,1085.0,11.0,0,Carburized – quenched (oil) – wear-resistant surface steel
405,2,"405,2475",AISI 4718 Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",1172.0,841.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
406,2,"406,2291",AISI 4815 Steel,"Pseudocarburized, Reheated To 775C (1430F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",1025.0,855.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
407,2,"407,2389",AISI 4620 Steel,"Normalized, 50 mm (2 In.) Round",550.0,365.0,29.0,9,Normalized – general-purpose steel (round normalized stock)
408,2,"408,2406",AISI 4815H Steel,"Pseudocarburized, Reheated To 830C (1525F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",1075.0,910.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
409,2,"409,2315",AISI 4820 Steel,"Heat Treated, Machined To 25 mm, Pseudocarburized, Reheated To 730C (1350F), 150C (300F) Temper",1230.0,806.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
410,2,"410,2376",AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 150C (300F) Temper, 25 mm (1 In.) Round",1170.0,869.0,15.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
411,2,"411,2258",AISI 4620 Steel,"Normalized, Machined To 25 mm (1 In.) Rounds, Pseudocarburized, Reheated To 800C (1470F), Quenched And Tempered",910.0,724.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
412,2,"412,2297",AISI 4718 Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 25 mm Round",1096.0,724.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
413,2,"413,2375",AISI 4820 Steel,Normalized 860C (1580F),760.0,485.0,24.0,4,Normalized (air cooled) – general-purpose steel
414,2,"414,2427",AISI 4820 Steel,"Mock Carburized, Reheated To 800C (1470F), 230C (450F) Temper, 50 mm (2 In.) Round",896.0,635.0,19.0,8,Carburized – quenched (oil) – wear-resistant surface steel (variant)
415,2,"415,2358",AISI 4620H Steel,"Single Quenched And Tempered, Carburized, Oil Quenched, 230C (450F) Temper",796.0,557.0,20.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
416,2,"416,2270",AISI 4620 Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 800C (1470F), Quenched And Tempered",958.0,786.0,16.0,0,Carburized – quenched (oil) – wear-resistant surface steel
417,2,"417,2281",AISI 4620H Steel,"Normalized, Machined To 13.7 mm Rounds, Pseudocarburized, Reheated To 775C (1430F), Quenched And Tempered",910.0,738.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
418,2,"418,2326",AISI 4820 Steel,"Annealed 815C (1500F), 25 mm (1 In.) Round",685.0,460.0,22.0,7,Annealed – easy-to-machine – round annealed stock
419,2,"419,2325",AISI 4620 Steel,"Double Quenched And Tempered, Carburized, Oil Quenched, 150C (300F) Temper",841.0,533.0,22.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
420,2,"420,2352",AISI 4815 Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",1055.0,889.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
421,2,"421,2305",AISI 4718H Steel,"Pseudocarburized, Reheated To 850C (1560F) And Oil Quenched, 150C (300F) Temper, 13.7 mm Round",1172.0,841.0,13.0,0,Carburized – quenched (oil) – wear-resistant surface steel
422,2,"422,2459",AISI 4815H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 13.7 mm (1 In.) Round",1160.0,993.0,15.0,0,Carburized – quenched (oil) – wear-resistant surface steel
423,2,"423,2274",AISI 4620H Steel,"Direct Quench From Pot, Carburized, Oil Quenched, 230C (450F) Temper",1017.0,798.0,16.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
424,2,"424,2260",AISI 4620 Steel,"Direct Quench From Pot, Carburized, Oil Quenched, 230C (450F) Temper",1017.0,798.0,16.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
425,2,"425,2429",AISI 4820H Steel,"Direct Quenched From Pot, Tempered (230C (450F)), 0.99 mm Case Depth",1382.0,1170.0,12.0,5,Carburized – quenched (oil) – wear-resistant surface steel (variant)
426,2,"426,2860",AISI 4340 Steel,"Normalized, 13 mm (0.5 In.) Round",1448.0,972.0,12.0,9,Normalized – general-purpose steel (round normalized stock)
427,2,"427,2369",AISI 4815H Steel,"Pseudocarburized, Reheated To 800C (1470F) And Oil Quenched, 150C (300F) Temper, 25 mm (1 In.) Round",1055.0,889.0,14.0,0,Carburized – quenched (oil) – wear-resistant surface steel
428,2,"428,2324",AISI 4620H Steel,"Annealed, 25 mm (1 In.) Round",510.0,370.0,31.0,3,Normalized – easy-to-machine stock (cold drawn)
